step,mean
1335,65.7
1336,61.1
1337,34.5
1338,11.3
1339,14.5
1340,15.0
1341,13.1
1342,14.5
1343,15.7
1344,15.6
1345,18.1
1346,15.0
1347,9.7
1348,33.3
1349,58.5
1350,61.9
1351,63.4
1352,63.5
1353,63.6
1354,63.7
1355,63.5
1356,63.2
1357,63.2
1358,58.0
1359,52.9
1360,58.5
1361,64.7
1362,41.9
1363,17.3
1364,20.3
1365,23.2
1366,42.9
1367,65.0
1368,64.9
1369,64.0
1370,63.7
1371,63.9
1372,63.5
1373,63.4
1374,63.4
1375,43.5
1376,43.4
1377,62.7
1378,62.7
1379,62.1
1380,62.1
1381,53.1
1382,48.1
1383,58.0
1384,62.9
1385,62.2
1386,61.9
1387,61.9
1388,62.7
1389,62.1
1390,62.0
1391,63.1
1392,63.5
1393,62.9
1394,63.9
1395,64.5
1396,41.3
1397,17.3
1398,16.3
1399,15.1
1400,14.9
1401,14.8
1402,14.8
1403,35.4
1404,39.6
1405,64.1
1406,64.2
1407,62.0
1408,62.9
1409,62.7
1410,41.0
1411,41.9
1412,18.9
1413,18.4
1414,18.4
1415,18.4
1416,38.9
1417,59.9
1418,41.9
1419,21.4
1420,21.5
1421,43.1
1422,62.3
1423,62.3
1424,63.1
1425,63.1
1426,63.2
1427,63.0
1428,61.9
1429,57.8
1430,40.0
1431,15.6
1432,11.8
1433,16.1
1434,19.2
1435,29.5
1436,45.8
1437,58.4
1438,64.6
1439,63.7
1440,63.1
1441,63.1
1442,63.7
1443,64.4
1444,63.8
1445,63.3
1446,63.4
1447,63.7
1448,65.7
1449,66.5
1450,44.1
1451,20.2
1452,21.5
1453,43.6
1454,41.9
1455,33.5
1456,31.3
1457,18.2
1458,24.3
1459,27.7
1460,43.8
1461,64.2
1462,65.2
1463,62.3
1464,59.5
1465,59.5
1466,59.5
1467,62.2
1468,65.0
1469,65.1
1470,64.3
1471,64.1
1472,64.2
1473,63.5
1474,62.1
1475,61.5
1476,60.7
1477,46.0
1478,24.6
1479,37.9
1480,54.6
1481,34.6
1482,15.7
1483,14.6
1484,13.7
1485,13.8
1486,14.9
1487,23.8
1488,49.0
1489,62.9
1490,55.4
1491,31.1
1492,13.6
1493,13.0
1494,11.2
1495,12.3
1496,14.8
1497,14.4
1498,14.1
1499,14.0
1500,31.3
1501,51.8
1502,56.5
1503,59.9
1504,64.3
1505,65.8
1506,65.8
1507,65.1
1508,59.1
1509,53.2
1510,39.9
1511,27.5
1512,34.2
1513,60.5
1514,59.4
1515,54.6
1516,54.7
1517,59.6
1518,64.3
1519,63.5
1520,37.5
1521,8.6
1522,6.0
1523,5.9
1524,6.3
1525,12.6
1526,36.8
1527,58.6
1528,61.1
1529,61.1
1530,44.5
1531,25.2
1532,43.5
1533,61.9
1534,62.1
1535,61.4
1536,60.2
1537,60.5
1538,60.7
1539,61.2
1540,36.1
1541,58.2
1542,61.1
1543,61.8
1544,39.6
1545,17.5
1546,17.2
1547,39.6
1548,61.6
1549,61.8
1550,62.7
1551,62.2
1552,44.1
1553,27.1
1554,28.4
1555,42.2
1556,38.1
1557,33.7
1558,54.8
1559,61.7
1560,62.1
1561,61.4
1562,61.3
1563,62.1
1564,62.3
1565,62.1
1566,61.2
1567,43.4
1568,43.0
1569,61.5
1570,60.7
1571,60.4
1572,61.7
1573,61.2
1574,60.8
1575,45.4
1576,21.0
1577,39.8
1578,37.6
1579,14.5
1580,14.3
1581,14.3
1582,14.2
1583,14.2
1584,14.9
1585,16.0
1586,35.9
1587,56.4
1588,40.2
1589,16.4
1590,8.2
1591,6.4
1592,6.8
1593,7.1
1594,9.2
1595,15.8
1596,42.1
1597,64.5
1598,61.3
1599,57.3
1600,58.0
1601,61.7
1602,65.3
1603,64.3
1604,58.6
1605,53.9
1606,58.0
1607,62.4
1608,62.8
1609,63.7
1610,43.5
1611,27.2
1612,49.0
1613,64.9
1614,64.9
1615,63.5
1616,39.1
1617,15.4
1618,20.0
1619,43.2
1620,60.9
1621,44.5
1622,62.1
1623,62.0
1624,62.7
1625,60.1
1626,21.3
1627,38.3
1628,63.1
1629,63.7
1630,63.7
1631,63.3
1632,63.2
1633,63.9
1634,63.3
1635,63.3
1636,63.7
1637,63.9
1638,63.1
1639,63.2
1640,65.4
1641,66.0
1642,66.5
1643,65.7
1644,59.3
1645,46.7
1646,35.9
1647,35.9
1648,32.5
1649,28.5
1650,32.0
1651,48.0
1652,61.9
1653,58.2
1654,42.3
1655,25.8
1656,15.9
1657,20.1
1658,43.0
1659,55.0
1660,52.4
1661,58.6
1662,62.7
1663,64.1
1664,63.0
1665,63.1
1666,64.1
1667,62.6
1668,63.9
1669,65.0
1670,65.8
1671,65.8
1672,64.4
1673,38.3
1674,14.6
1675,14.8
1676,14.5
1677,14.3
1678,14.6
1679,19.1
1680,44.0
1681,58.1
1682,63.2
1683,52.5
1684,38.9
1685,14.9
1686,14.9
1687,14.6
1688,17.3
1689,23.4
1690,21.6
1691,40.0
1692,53.9
1693,62.4
1694,61.8
1695,62.7
1696,61.9
1697,60.1
1698,60.3
1699,59.5
1700,59.5
1701,58.6
1702,38.4
1703,20.2
1704,40.7
1705,54.1
1706,62.9
1707,63.1
1708,61.9
1709,50.9
1710,40.9
1711,18.8
1712,40.2
1713,50.7
1714,61.8
1715,61.5
1716,62.9
1717,51.2
1718,36.8
1719,12.4
1720,8.2
1721,8.2
1722,8.2
1723,26.6
1724,61.9
1725,62.9
1726,63.7
1727,56.4
1728,53.0
1729,59.1
1730,64.1
1731,64.0
1732,62.9
1733,63.0
1734,63.9
1735,63.2
1736,63.0
1737,63.3
1738,64.1
1739,64.9
1740,64.9
1741,43.6
1742,33.0
1743,53.5
1744,45.1
1745,24.5
1746,42.4
1747,62.8
1748,64.1
1749,64.7
1750,42.2
1751,21.1
1752,25.9
1753,47.2
1754,63.5
1755,62.7
1756,62.9
1757,62.7
1758,63.5
1759,63.5
1760,62.6
1761,62.4
1762,62.6
1763,62.5
1764,61.0
1765,56.5
1766,55.2
1767,60.9
1768,61.0
1769,45.2
1770,34.0
1771,21.2
1772,15.5
1773,19.6
1774,21.1
1775,40.4
1776,59.8
1777,56.6
1778,54.4
1779,56.9
1780,55.1
1781,51.4
1782,48.8
1783,32.8
1784,19.5
1785,18.7
1786,18.9
1787,39.5
1788,57.9
1789,56.5
1790,61.5
1791,61.1
1792,55.4
1793,58.1
1794,63.1
1795,63.3
1796,62.5
1797,62.5
1798,63.1
1799,50.8
1800,25.0
1801,33.0
1802,53.1
1803,33.4
1804,10.0
1805,6.4
1806,6.5
1807,29.9
1808,46.2
1809,26.0
1810,39.1
1811,40.7
1812,14.0
1813,13.4
1814,12.8
1815,14.7
1816,26.7
1817,50.4
1818,63.7
1819,63.7
1820,63.7
1821,63.7
1822,63.7
1823,63.7
1824,64.2
1825,58.8
1826,52.7
1827,56.8
1828,62.9
1829,64.5
1830,65.0
1831,64.6
1832,65.6
1833,66.0
1834,64.6
1835,64.7
1836,64.7
1837,64.3
1838,38.1
1839,15.2
1840,15.2
1841,15.1
1842,18.3
1843,22.7
1844,43.5
1845,64.1
1846,64.1
1847,65.1
1848,65.2
1849,65.3
1850,64.9
1851,65.5
1852,65.4
1853,64.5
1854,63.5
1855,62.9
1856,41.8
1857,34.1
1858,56.3
1859,46.1
1860,46.2
1861,63.7
1862,62.9
1863,62.9
1864,62.0
1865,62.5
1866,63.3
1867,64.1
1868,64.5
1869,49.2
1870,34.1
1871,34.1
1872,48.5
1873,64.7
1874,64.6
1875,52.8
1876,30.4
1877,41.9
1878,63.3
1879,39.9
1880,16.4
1881,16.1
1882,16.7
1883,16.3
1884,14.9
1885,13.8
1886,38.4
1887,61.3
1888,54.4
1889,50.3
1890,58.1
1891,40.4
1892,16.9
1893,17.1
1894,17.2
1895,34.8
1896,53.0
1897,55.5
1898,59.5
1899,51.9
1900,41.9
1901,41.9
1902,26.4
1903,11.8
1904,12.8
1905,13.5
1906,13.5
1907,23.7
1908,23.7
1909,45.2
1910,54.9
1911,54.6
1912,57.7
1913,60.7
1914,60.7
1915,55.1
1916,49.0
1917,53.5
1918,59.7
1919,60.2
1920,37.1
1921,14.8
1922,14.9
1923,15.0
1924,16.2
1925,18.0
1926,17.5
1927,24.9
1928,47.8
1929,62.4
1930,62.6
1931,63.9
1932,63.8
1933,61.7
1934,36.4
1935,12.9
1936,12.8
1937,13.1
1938,12.8
1939,13.2
1940,13.2
1941,13.0
1942,14.0
1943,16.8
1944,24.9
1945,49.4
1946,64.1
1947,61.1
1948,57.7
1949,57.8
1950,60.9
1951,63.9
1952,63.7
1953,63.2
1954,62.0
1955,62.0
1956,62.0
1957,61.1
1958,61.1
1959,35.2
1960,11.3
1961,12.0
1962,12.7
1963,14.0
1964,16.6
1965,39.9
1966,63.3
1967,63.3
1968,63.1
1969,63.1
1970,63.7
1971,63.1
1972,63.9
1973,62.7
1974,63.1
1975,62.3
1976,63.1
1977,63.5
1978,63.9
1979,64.1
1980,43.1
1981,42.6
1982,66.1
1983,66.1
1984,65.5
1985,64.6
1986,64.3
1987,66.0
1988,44.2
1989,33.6
1990,63.1
1991,30.2
1992,23.4
1993,63.3
1994,62.9
1995,63.4
1996,63.5
1997,63.2
1998,61.9
1999,43.0
2000,21.6
2001,59.5
2002,42.1
2003,30.9
2004,63.7
2005,62.7
2006,63.7
2007,64.5
2008,64.2
2009,63.7
2010,62.5
2011,63.3
2012,65.1
2013,65.1
2014,62.3
2015,45.9
2016,28.3
2017,18.1
2018,34.3
2019,53.6
2020,58.4
2021,58.2
2022,52.0
2023,51.0
2024,40.0
2025,43.4
2026,62.3
2027,56.9
2028,52.8
2029,53.9
2030,42.2
2031,24.6
2032,10.4
2033,11.6
2034,13.8
2035,13.8
2036,13.4
2037,13.2
2038,13.6
2039,15.4
2040,19.8
2041,40.8
2042,63.9
2043,62.8
2044,62.5
2045,62.9
2046,63.9
2047,63.3
2048,59.2
2049,57.8
2050,53.8
2051,59.2
2052,62.7
2053,58.4
2054,51.4
2055,57.6
2056,61.1
2057,61.9
2058,56.2
2059,43.2
2060,43.4
2061,58.1
2062,62.7
2063,60.0
2064,38.4
2065,14.3
2066,14.2
2067,14.2
2068,14.5
2069,14.3
2070,14.5
2071,14.8
2072,14.6
2073,39.1
2074,56.4
2075,63.6
2076,63.5
2077,63.4
2078,61.1
2079,57.7
2080,59.9
2081,45.8
2082,44.1
2083,41.9
2084,57.2
2085,57.1
2086,32.0
2087,17.2
2088,17.1
2089,27.4
2090,43.0
2091,63.7
2092,64.3
2093,63.9
2094,62.5
2095,62.2
2096,61.7
2097,63.0
2098,61.8
2099,61.9
2100,62.1
2101,62.1
2102,63.0
2103,56.6
2104,41.0
2105,42.3
2106,64.7
2107,63.3
2108,61.7
2109,55.9
2110,40.8
2111,20.2
2112,21.0
2113,43.0
2114,62.9
2115,62.5
2116,40.9
2117,33.2
2118,14.8
2119,15.3
2120,14.8
2121,15.4
2122,15.2
2123,15.3
2124,14.3
2125,18.6
2126,43.7
2127,54.8
2128,64.2
2129,64.1
2130,63.9
2131,64.6
2132,43.3
2133,43.0
2134,57.2
